Time,CAV_BAS:DesPer 1:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Heat Cap [W],CAV_BAS:DesPer 1:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Sens Cool Cap [W],CAV_BAS:DesPer 1:Des Tot Cool Cap [W],CAV_BAS:DesPer 2:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Heat Cap [W],CAV_BAS:DesPer 2:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Sens Cool Cap [W],CAV_BAS:DesPer 2:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Tot Cool Cap [W]
02:45:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.909626E+04,1.444241E+00,1.037794E+04,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.314273E+00,1.662977E+04,0.000000E+00,1.832643E+01,5.653550E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,1.909842E+01,1.372364E+05,0.000000E+00,2.128193E+00,6.565297E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.832643E+00,1.316890E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.788223E+00,6.421936E+04,5.859844E+04,4.072141E-01,8.203902E+03,2.547749E+01,3.606537E+05,3.611351E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.789863E+02,5.452980E-01,7.647606E+03,7.553314E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.789863E+03,5.164156E+00,7.235482E+04,7.135864E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.789863E+02,5.128258E-01,7.184259E+03,7.083979E+03
03:00:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.925735E+04,1.444241E+00,1.021685E+04,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.334921E+00,1.651771E+04,0.000000E+00,1.832643E+01,5.653550E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,1.938314E+01,1.371203E+05,0.000000E+00,2.150066E+00,6.632771E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.832643E+00,1.296449E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.787264E+00,6.420567E+04,5.858457E+04,4.072141E-01,8.249322E+03,2.547895E+01,3.606291E+05,3.611101E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.810845E+02,5.455693E-01,7.649378E+03,7.555104E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.810845E+03,5.168258E+00,7.239237E+04,7.139661E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.810845E+02,5.131731E-01,7.187118E+03,7.086868E+03
03:15:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.941844E+04,1.444241E+00,1.005576E+04,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.354953E+00,1.639675E+04,0.000000E+00,1.832643E+01,5.653550E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,1.966102E+01,1.368931E+05,0.000000E+00,2.171239E+00,6.698090E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.840918E+00,1.281769E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.786295E+00,6.419184E+04,5.857057E+04,4.072141E-01,8.294743E+03,2.548040E+01,3.606044E+05,3.610849E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.831827E+02,5.458029E-01,7.650613E+03,7.556348E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.831827E+03,5.171874E+00,7.242299E+04,7.142756E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.831827E+02,5.134719E-01,7.189283E+03,7.089055E+03
03:30:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.957953E+04,1.444241E+00,9.894674E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.374446E+00,1.626763E+04,0.000000E+00,1.834338E+01,5.658780E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,1.992769E+01,1.365271E+05,0.000000E+00,2.191772E+00,6.761432E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.862146E+00,1.275780E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.785319E+00,6.417793E+04,5.855647E+04,4.072141E-01,8.340163E+03,2.548183E+01,3.605794E+05,3.610595E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.852810E+02,5.460077E-01,7.651437E+03,7.557177E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.852810E+03,5.175087E+00,7.244786E+04,7.145269E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.852810E+02,5.137300E-01,7.190867E+03,7.090653E+03
03:45:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.974062E+04,1.444241E+00,9.733585E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.393424E+00,1.613069E+04,0.000000E+00,1.836090E+01,5.664183E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.018283E+01,1.360239E+05,0.000000E+00,2.211724E+00,6.822982E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.882242E+00,1.268553E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.784339E+00,6.416394E+04,5.854231E+04,4.072141E-01,8.385583E+03,2.548325E+01,3.605542E+05,3.610338E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.873792E+02,5.461904E-01,7.651946E+03,7.557686E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.873792E+03,5.177963E+00,7.246791E+04,7.147294E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.873792E+02,5.139536E-01,7.191959E+03,7.091754E+03
04:00:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.990171E+04,1.444241E+00,9.572495E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.411926E+00,1.598636E+04,0.000000E+00,1.837732E+01,5.669249E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.042725E+01,1.353928E+05,0.000000E+00,2.231211E+00,6.883098E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.901287E+00,1.260182E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.783355E+00,6.414990E+04,5.852809E+04,4.072141E-01,8.431004E+03,2.548465E+01,3.605288E+05,3.610079E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.894774E+02,5.463558E-01,7.652208E+03,7.557946E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.894774E+03,5.180553E+00,7.248388E+04,7.148906E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.894774E+02,5.141477E-01,7.192631E+03,7.092428E+03
04:15:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,3.000911E+04,1.444241E+00,9.465102E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.430083E+00,1.592600E+04,0.000000E+00,1.839310E+01,5.674117E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.066249E+01,1.354155E+05,0.000000E+00,2.250211E+00,6.941712E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.919420E+00,1.257928E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.782369E+00,6.413582E+04,5.851383E+04,4.072141E-01,8.461284E+03,2.548604E+01,3.605183E+05,3.609972E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.908763E+02,5.465081E-01,7.652982E+03,7.558725E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.908763E+03,5.182905E+00,7.250346E+04,7.150884E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.908763E+02,5.143170E-01,7.193648E+03,7.093454E+03
04:30:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,3.011650E+04,1.444241E+00,9.357709E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.447889E+00,1.589362E+04,0.000000E+00,1.842795E+01,5.684869E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.088880E+01,1.353454E+05,0.000000E+00,2.268824E+00,6.999132E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.936676E+00,1.254836E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.781380E+00,6.412171E+04,5.849954E+04,4.072141E-01,8.491564E+03,2.548741E+01,3.605076E+05,3.609862E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.922751E+02,5.466500E-01,7.653608E+03,7.559355E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.922751E+03,5.185055E+00,7.252015E+04,7.152571E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.922751E+02,5.144649E-01,7.194359E+03,7.094170E+03
04:45:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,3.022389E+04,1.444241E+00,9.250316E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.465344E+00,1.595573E+04,0.000000E+00,1.846622E+01,5.696673E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.110649E+01,1.351864E+05,0.000000E+00,2.286941E+00,7.055022E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.953098E+00,1.250953E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.780389E+00,6.410758E+04,5.848523E+04,4.072141E-01,8.521844E+03,2.548876E+01,3.604966E+05,3.609750E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.936739E+02,5.467837E-01,7.654117E+03,7.559867E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.936739E+03,5.187031E+00,7.253435E+04,7.154005E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.936739E+02,5.145943E-01,7.194807E+03,7.094619E+03
05:00:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,3.033128E+04,1.444241E+00,9.142923E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.482461E+00,1.601312E+04,0.000000E+00,1.852272E+01,5.714102E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.131603E+01,1.349435E+05,0.000000E+00,2.304566E+00,7.109391E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,1.968739E+00,1.246332E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.779398E+00,6.409344E+04,5.847091E+04,4.072141E-01,8.552125E+03,2.549010E+01,3.604854E+05,3.609636E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.950727E+02,5.469107E-01,7.654531E+03,7.560282E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.950727E+03,5.188854E+00,7.254638E+04,7.155220E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.950727E+02,5.147076E-01,7.195024E+03,7.094836E+03
05:15:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,3.022389E+04,1.444241E+00,9.250316E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.939763E+00,2.258226E+04,0.000000E+00,2.019932E+01,6.231322E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.519202E+01,1.670800E+05,0.000000E+00,2.525276E+00,7.495414E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.319071E+00,1.485358E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.778406E+00,6.407928E+04,5.845657E+04,4.072141E-01,8.521844E+03,2.549142E+01,3.605345E+05,3.610135E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.936739E+02,5.470326E-01,7.657669E+03,7.563465E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.936739E+03,5.190549E+00,7.258455E+04,7.159090E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.936739E+02,5.148071E-01,7.197844E+03,7.097696E+03
05:30:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,3.011650E+04,1.444241E+00,9.357709E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,3.143549E+00,2.550694E+04,6.404278E+02,2.098961E+01,6.475117E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.668542E+01,1.894211E+05,0.000000E+00,2.651996E+00,7.434703E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.450636E+00,1.593091E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.777415E+00,6.406514E+04,5.844225E+04,4.072141E-01,8.491564E+03,2.549265E+01,3.605823E+05,3.610619E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.922751E+02,5.470449E-01,7.659244E+03,7.565064E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.922751E+03,5.191237E+00,7.260835E+04,7.161505E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.922751E+02,5.148087E-01,7.199266E+03,7.099140E+03
05:45:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,3.000911E+04,1.444241E+00,9.465102E+03,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,3.490295E+00,3.030687E+04,5.412837E+03,2.224090E+01,6.861131E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,2.989167E+01,2.346370E+05,0.000000E+00,2.815025E+00,7.361077E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.691441E+00,1.939880E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.776435E+00,6.405115E+04,5.842808E+04,4.072141E-01,8.461284E+03,2.549362E+01,3.606265E+05,3.611068E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.908763E+02,5.467685E-01,7.656698E+03,7.562490E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.908763E+03,5.189412E+00,7.259630E+04,7.160289E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.908763E+02,5.145676E-01,7.197223E+03,7.097075E+03
06:00:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.990171E+04,1.577759E+00,1.137245E+04,0.000000E+00,1.832643E+00,5.653550E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,3.804358E+00,3.454900E+04,9.642563E+03,2.334737E+01,7.202467E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,3.292192E+01,2.764038E+05,2.496808E+04,2.959844E+00,7.298676E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,2.942388E+00,2.292284E+04,0.000000E+00,4.072141E-01,2.369225E+04,5.775479E+00,6.403752E+04,5.841427E+04,4.072141E-01,8.431004E+03,2.549429E+01,3.606663E+05,3.611472E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.894774E+02,5.461649E-01,7.649484E+03,7.555186E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.894774E+03,5.184751E+00,7.254379E+04,7.154974E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.894774E+02,5.140519E-01,7.191263E+03,7.091043E+03
06:15:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.952584E+04,2.170455E+00,1.961680E+04,5.244511E+03,1.897759E+00,5.854425E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,4.662371E+00,4.638483E+04,2.140697E+04,2.630201E+01,7.426279E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,4.136628E+01,3.937998E+05,1.385292E+05,3.303285E+00,7.149025E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,3.760928E+00,3.437547E+04,8.765514E+03,4.072141E-01,2.369225E+04,5.774556E+00,6.402435E+04,5.840094E+04,4.072141E-01,8.325023E+03,2.549467E+01,3.607777E+05,3.612604E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.845816E+02,5.452987E-01,7.642020E+03,7.547640E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.845816E+03,5.177770E+00,7.249313E+04,7.149857E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.845816E+02,5.133110E-01,7.185588E+03,7.085308E+03
06:30:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.914996E+04,2.612572E+00,2.556209E+04,1.178286E+04,1.980139E+00,6.108562E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,5.333742E+00,5.518786E+04,3.134592E+04,2.819291E+01,7.310974E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,4.785384E+01,4.802601E+05,2.333272E+05,3.611509E+00,6.978449E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,4.381018E+00,4.274691E+04,1.771000E+04,4.072141E-01,2.369225E+04,5.773676E+00,6.401179E+04,5.838822E+04,4.072141E-01,8.219042E+03,2.549475E+01,3.608849E+05,3.613693E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.796857E+02,5.441809E-01,7.630966E+03,7.536458E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.796857E+03,5.168511E+00,7.240998E+04,7.141449E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.796857E+02,5.123534E-01,7.176819E+03,7.076440E+03
06:45:00,1.444241E+00,8.402782E+04,1.444241E+00,0.000000E+00,0.000000E+00,1.444241E+00,2.877408E+04,2.831249E+00,2.839673E+04,1.551200E+04,2.008158E+00,6.194997E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,5.616734E+00,5.861955E+04,3.651583E+04,2.881790E+01,7.263041E+05,1.832643E+01,0.000000E+00,0.000000E+00,1.832643E+01,0.000000E+00,5.056470E+01,5.145972E+05,2.839339E+05,3.786142E+00,6.812036E+04,1.832643E+00,0.000000E+00,0.000000E+00,1.832643E+00,0.000000E+00,4.643202E+00,4.618078E+04,2.258165E+04,4.072141E-01,2.369225E+04,5.772873E+00,6.400033E+04,5.837661E+04,4.072141E-01,8.113061E+03,2.549445E+01,3.609866E+05,3.614726E+05,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.747898E+02,5.427474E-01,7.615408E+03,7.520713E+03,1.881160E-01,1.094484E+04,1.881160E-01,0.000000E+00,0.000000E+00,1.881160E-01,3.747898E+03,5.156403E+00,7.228617E+04,7.128922E+04,1.881160E-02,1.094484E+03,1.881160E-02,0.000000E+00,0.000000E+00,1.881160E-02,3.747898E+02,5.111314E-01,7.164278E+03,7.063752E+03
